SQL_TEXT,ELAPSED_TIME
"SELECT contact_data, book_ref, COUNT(passenger_id) FROM tickets WHERE 1=1 GROUP BY contact_data, book_ref",57341
"SELECT aircraft_code,
ticket_no FROM (SELECT t1.aircraft_code, t2.ticket_no FROM seats t1 JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions) ORDER BY aircraft_code DESC",1408
"SELECT range,
flight_no,
flight_id,
scheduled_departure FROM (SELECT t1.range, t2.flight_no, t2.flight_id, t2.scheduled_departure FROM aircrafts_data t1 FULL OUTER JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY flight_no DESC",7420
"SELECT seat_no,
flight_no,
arrival_airport,
status,
scheduled_departure,
flight_id,
departure_airport FROM (SELECT t1.seat_no, t2.flight_no, t2.arrival_airport, t2.status, t2.scheduled_departure, t2.flight_id, t2.departure_airport FROM seats t1 FULL OUTER JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  scheduled_departure DESC, flight_id ASC",718595
"SELECT actual_arrival,
flight_id,
arrival_airport,
flight_no,
range FROM (SELECT t1.actual_arrival, t1.flight_id, t1.arrival_airport, t1.flight_no, t2.range FROM flights t1 FULL OUTER JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  actual_arrival DESC, flight_id ASC",14479
"SELECT t1.amount, t1.fare_conditions, t1.ticket_no, t2.scheduled_departure, t2.flight_no, t2.arrival_airport, t2.departure_airport, t2.aircraft_code, t2.actual_arrival, t2.scheduled_arrival, t2.actual_departure, t2.status FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",9449
"SELECT t1.ticket_no, t1.boarding_no, t1.seat_no, t2.departure_airport, t2.arrival_airport, t2.aircraft_code, t2.actual_departure FROM boarding_passes t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",10246
"SELECT boarding_no, COUNT(ticket_no) FROM boarding_passes GROUP BY boarding_no HAVING COUNT(ticket_no) > 161",50464
"SELECT total_amount, total_amount FROM bookings WHERE total_amount > 551945",526
"SELECT t1.ticket_no, t2.aircraft_code, t2.fare_conditions FROM boarding_passes t1 FULL OUTER JOIN seats t2 ON t1.seat_no = t2.seat_no",1442
"SELECT t1.flight_id, t1.actual_arrival, t1.actual_departure, t1.departure_airport, t1.status, t1.flight_no, t1.scheduled_arrival, t2.fare_conditions, t2.seat_no FROM flights t1 FULL OUTER JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1800
"SELECT t1.fare_conditions, t2.seat_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",75869
"SELECT t1.model, t2.scheduled_arrival FROM aircrafts_data t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1325
"SELECT departure_airport, COUNT(aircraft_code) FROM flights GROUP BY departure_airport",3470
"SELECT scheduled_departure, actual_arrival, status, actual_departure, departure_airport, arrival_airport, AVG(flight_id) FROM flights WHERE 1=1 GROUP BY scheduled_departure, actual_arrival, status, actual_departure, departure_airport, arrival_airport",10017
"SELECT seat_no, COUNT(fare_conditions) FROM seats GROUP BY seat_no HAVING COUNT(fare_conditions) > 84",1242
"SELECT ticket_no, COUNT(flight_id) FROM boarding_passes GROUP BY ticket_no HAVING COUNT(flight_id) > 381",79123
"SELECT t1.boarding_no, t2.book_ref, t2.passenger_name FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",101677
"SELECT t1.seat_no, t2.ticket_no FROM seats t1 FULL OUTER JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1080
"SELECT t1.total_amount, t2.passenger_name, t2.contact_data FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.book_ref",28132
"SELECT ticket_no, contact_data FROM tickets WHERE 1=1",865
"SELECT fare_conditions,
flight_id,
amount,
book_ref FROM (SELECT t1.fare_conditions, t1.flight_id, t1.amount, t2.book_ref FROM ticket_flights t1 FULL OUTER JOIN tickets t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  fare_conditions DESC",307064
"SELECT seat_no,
passenger_name FROM (SELECT t1.seat_no, t2.passenger_name FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  seat_no ASC, passenger_name ASC",218906
"SELECT seat_no,
amount FROM (SELECT t1.seat_no, t2.amount FROM seats t1 FULL OUTER JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions) ORDER BY  seat_no DESC",15635075
"SELECT passenger_id,
book_ref,
contact_data,
passenger_name,
boarding_no,
seat_no,
flight_id FROM (SELECT t1.passenger_id, t1.book_ref, t1.contact_data, t1.passenger_name, t2.boarding_no, t2.seat_no, t2.flight_id FROM tickets t1 RIGHT JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  passenger_name DESC, boarding_no ASC",535370
"SELECT flight_id, fare_conditions FROM ticket_flights WHERE flight_id < 15244",760
"SELECT airport_name, timezone, COUNT(coordinates) FROM airports_data WHERE 1=1 GROUP BY airport_name, timezone",731
"SELECT timezone, COUNT(coordinates) FROM airports_data GROUP BY timezone HAVING COUNT(coordinates) > 152",1028
"SELECT ticket_no, seat_no, MAX(flight_id) FROM boarding_passes WHERE flight_id < 27912 GROUP BY ticket_no, seat_no",79669
"SELECT t1.ticket_no, t2.actual_arrival, t2.scheduled_departure, t2.actual_departure, t2.aircraft_code, t2.arrival_airport, t2.flight_no FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",10046
"SELECT range, COUNT(aircraft_code) FROM aircrafts_data GROUP BY range HAVING COUNT(aircraft_code) > 281",606
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME/1000000
    FROM EXTENDED_SQL_MONITORING
    WHERE ELAPSED_TIME < 1500000
    order by ELAPSED_TIME desc",4447
"SELECT model, COUNT(aircraft_code) FROM aircrafts_data GROUP BY model HAVING COUNT(aircraft_code) > 59",714
"SELECT flight_id, fare_conditions, SUM(amount) FROM ticket_flights WHERE 1=1 GROUP BY flight_id, fare_conditions",82669
"SELECT timezone, COUNT(airport_name) FROM airports_data GROUP BY timezone HAVING COUNT(airport_name) > 314",1294
"SELECT flight_no, MIN(flight_id) FROM flights GROUP BY flight_no",4435
"SELECT boarding_no, flight_id FROM boarding_passes WHERE boarding_no > 30",660
"SELECT t1.flight_id, t2.fare_conditions, t2.flight_id, t2.amount FROM boarding_passes t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",148656
"SELECT flight_no,
arrival_airport,
fare_conditions,
amount,
ticket_no FROM (SELECT t1.flight_no, t1.arrival_airport, t2.fare_conditions, t2.amount, t2.ticket_no FROM flights t1 LEFT JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  arrival_airport ASC, fare_conditions ASC",149834
"SELECT amount,
flight_id,
fare_conditions,
seat_no FROM (SELECT t1.amount, t1.flight_id, t1.fare_conditions, t2.seat_no FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  fare_conditions ASC, seat_no DESC",934398
"SELECT total_amount,
ticket_no,
passenger_id,
passenger_name FROM (SELECT t1.total_amount, t2.ticket_no, t2.passenger_id, t2.passenger_name FROM bookings t1 LEFT JOIN tickets t2 ON t1.book_ref = t2.book_ref) ORDER BY  ticket_no ASC, passenger_id DESC",108017
"SELECT fare_conditions,
boarding_no,
flight_id FROM (SELECT t1.fare_conditions, t2.boarding_no, t2.flight_id FROM seats t1 RIGHT JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no) ORDER BY  fare_conditions DESC, boarding_no ASC",763179
"SELECT ticket_no, contact_data, passenger_id, COUNT(book_ref) FROM tickets WHERE 1=1 GROUP BY ticket_no, contact_data, passenger_id",718
"SELECT t1.amount, t1.ticket_no, t2.scheduled_arrival, t2.flight_no, t2.status, t2.arrival_airport FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",9729
"SELECT t1.fare_conditions, t1.flight_id, t2.seat_no, t2.flight_id FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",91210
"SELECT book_ref, COUNT(contact_data) FROM tickets GROUP BY book_ref HAVING COUNT(contact_data) > 477",44963
"SELECT t1.ticket_no, t1.passenger_name, t1.passenger_id, t2.total_amount, t2.book_date FROM tickets t1 LEFT JOIN bookings t2 ON t1.book_ref = t2.book_ref",33108
"SELECT amount, flight_id FROM ticket_flights WHERE amount < 186625",595
SELECT * FROM TABLE(DBMS_XPLAN.DISPLAY()),340376
"SELECT coordinates, COUNT(timezone) FROM airports_data GROUP BY coordinates HAVING COUNT(timezone) > 15",674
"SELECT ticket_no, MAX(flight_id) FROM ticket_flights GROUP BY ticket_no HAVING MAX(flight_id) > 410",183654
"SELECT t1.aircraft_code, t1.fare_conditions, t2.ticket_no, t2.flight_id, t2.boarding_no FROM seats t1 LEFT JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1534
"SELECT actual_arrival, flight_no, SUM(flight_id) FROM flights WHERE 1=1 GROUP BY actual_arrival, flight_no",4975
"SELECT amount, MAX(flight_id) FROM ticket_flights GROUP BY amount HAVING MAX(flight_id) > 93",106919
"SELECT amount, COUNT(ticket_no) FROM ticket_flights GROUP BY amount HAVING COUNT(ticket_no) > 214",48926
"SELECT departure_airport,
scheduled_departure,
status,
actual_departure,
arrival_airport,
seat_no FROM (SELECT t1.departure_airport, t1.scheduled_departure, t1.status, t1.actual_departure, t1.arrival_airport, t2.seat_no FROM flights t1 LEFT JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id) ORDER BY  arrival_airport ASC, seat_no ASC",135735
"SELECT seat_no,
flight_no FROM (SELECT t1.seat_no, t2.flight_no FROM boarding_passes t1 LEFT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY seat_no ASC",70091
"SELECT amount, ticket_no, MIN(flight_id) FROM ticket_flights WHERE flight_id < 1266 GROUP BY amount, ticket_no",25396
"SELECT book_date, MAX(total_amount) FROM bookings WHERE total_amount > 754114 GROUP BY book_date",5090
"SELECT arrival_airport, COUNT(departure_airport) FROM flights GROUP BY arrival_airport HAVING COUNT(departure_airport) > 437",2994
"SELECT flight_no, COUNT(actual_arrival) FROM flights GROUP BY flight_no HAVING COUNT(actual_arrival) > 259",3564
"SELECT status, COUNT(scheduled_arrival) FROM flights GROUP BY status",2991
"SELECT book_ref, SUM(total_amount) FROM bookings GROUP BY book_ref HAVING SUM(total_amount) > 267",37912
"SELECT passenger_id, COUNT(book_ref) FROM tickets GROUP BY passenger_id HAVING COUNT(book_ref) > 241",47645
"SELECT total_amount, total_amount FROM bookings WHERE total_amount > 581865",563
"SELECT actual_arrival, scheduled_arrival, actual_departure, status, aircraft_code, departure_airport, MIN(flight_id) FROM flights WHERE 1=1 GROUP BY actual_arrival, scheduled_arrival, actual_departure, status, aircraft_code, departure_airport",9011
"SELECT t1.model, t2.arrival_airport, t2.scheduled_arrival, t2.actual_departure, t2.actual_arrival, t2.flight_id, t2.scheduled_departure, t2.status, t2.flight_no FROM aircrafts_data t1 RIGHT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1457
"SELECT t1.seat_no, t1.boarding_no, t2.fare_conditions FROM boarding_passes t1 RIGHT JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",103801
"SELECT t1.fare_conditions, t2.departure_airport FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",2238
"SELECT flight_id, COUNT(actual_arrival) FROM flights GROUP BY flight_id",1006
"SELECT fare_conditions, MIN(amount) FROM ticket_flights GROUP BY fare_conditions HAVING MIN(amount) > 33",103282
"SELECT amount, fare_conditions, MIN(flight_id) FROM ticket_flights WHERE flight_id < 29386 GROUP BY amount, fare_conditions",145577
"SELECT flight_id, COUNT(scheduled_arrival) FROM flights GROUP BY flight_id",1242
"SELECT t1.actual_arrival, t1.scheduled_departure, t1.actual_departure, t1.flight_id, t1.status, t1.scheduled_arrival, t1.flight_no, t1.arrival_airport, t2.fare_conditions, t2.seat_no FROM flights t1 RIGHT JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1475
"SELECT t1.fare_conditions, t2.actual_departure, t2.scheduled_arrival, t2.arrival_airport, t2.departure_airport, t2.flight_id, t2.flight_no FROM seats t1 RIGHT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1651
"SELECT actual_arrival, COUNT(arrival_airport) FROM flights GROUP BY actual_arrival HAVING COUNT(arrival_airport) > 397",4918
"SELECT book_date, COUNT(book_ref) FROM bookings GROUP BY book_date HAVING COUNT(book_ref) > 273",25325
"SELECT amount, flight_id FROM ticket_flights WHERE amount < 63150",578
"SELECT flight_id, COUNT(amount) FROM ticket_flights WHERE 1=1 GROUP BY flight_id",95398
"SELECT aircraft_code, COUNT(model) FROM aircrafts_data GROUP BY aircraft_code HAVING COUNT(model) > 240",518
"SELECT book_date, MIN(total_amount) FROM bookings GROUP BY book_date HAVING MIN(total_amount) > 20",31322
"SELECT flight_no, COUNT(actual_departure) FROM flights GROUP BY flight_no HAVING COUNT(actual_departure) > 457",4003
"SELECT flight_id, COUNT(fare_conditions) FROM ticket_flights GROUP BY flight_id HAVING COUNT(fare_conditions) > 133",97448
"SELECT airport_name, city, airport_code, COUNT(coordinates) FROM airports_data WHERE 1=1 GROUP BY airport_name, city, airport_code",788
"SELECT t1.model, t2.scheduled_departure FROM aircrafts_data t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1503
"SELECT flight_id, COUNT(status) FROM flights GROUP BY flight_id HAVING COUNT(status) > 222",7240
"SELECT t1.seat_no, t2.amount, t2.ticket_no FROM seats t1 LEFT JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1091
"SELECT t1.amount, t1.flight_id, t1.fare_conditions, t2.boarding_no, t2.flight_id, t2.seat_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",163181
"SELECT actual_arrival, COUNT(aircraft_code) FROM flights GROUP BY actual_arrival",3835
"SELECT t1.model, t1.range, t2.scheduled_departure, t2.status, t2.actual_departure, t2.flight_no, t2.scheduled_arrival FROM aircrafts_data t1 LEFT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1508
"SELECT amount, MIN(flight_id) FROM ticket_flights WHERE amount < 146696 GROUP BY amount",114410
"SELECT seat_no, flight_id, MAX(boarding_no) FROM boarding_passes WHERE flight_id < 22772 GROUP BY seat_no, flight_id",64502
"SELECT flight_id, COUNT(aircraft_code) FROM flights GROUP BY flight_id",907
"SELECT t1.amount, t1.ticket_no, t1.fare_conditions, t2.scheduled_departure, t2.arrival_airport, t2.actual_arrival, t2.status, t2.aircraft_code, t2.scheduled_arrival, t2.actual_departure, t2.flight_no FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",9161
"SELECT timezone, COUNT(city) FROM airports_data GROUP BY timezone HAVING COUNT(city) > 94",638
"SELECT model, MIN(range) FROM aircrafts_data GROUP BY model HAVING MIN(range) > 41",623
"SELECT t1.book_ref, t1.contact_data, t2.flight_id, t2.fare_conditions, t2.amount FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",129508
"SELECT scheduled_departure, aircraft_code, departure_airport, actual_departure, scheduled_arrival, MIN(flight_id) FROM flights WHERE 1=1 GROUP BY scheduled_departure, aircraft_code, departure_airport, actual_departure, scheduled_arrival",8436
"SELECT t1.aircraft_code, t2.ticket_no, t2.flight_id FROM seats t1 JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1752
"SELECT t1.amount, t1.flight_id, t1.fare_conditions, t2.contact_data FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",152241
"SELECT aircraft_code, COUNT(model) FROM aircrafts_data GROUP BY aircraft_code HAVING COUNT(model) > 375",830
"SELECT t1.fare_conditions, t2.aircraft_code FROM ticket_flights t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",5515
"SELECT amount, ticket_no FROM ticket_flights WHERE amount < 36320",594
"SELECT boarding_no, boarding_no FROM boarding_passes WHERE boarding_no > 260",765
"SELECT city, airport_code, COUNT(airport_name) FROM airports_data WHERE 1=1 GROUP BY city, airport_code",526
"SELECT book_ref, book_date, SUM(total_amount) FROM bookings WHERE 1=1 GROUP BY book_ref, book_date",687
"SELECT t1.status, t1.flight_no, t1.scheduled_departure, t1.departure_airport, t1.aircraft_code, t1.actual_arrival, t2.boarding_no, t2.seat_no, t2.ticket_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",12341
"SELECT model, SUM(range) FROM aircrafts_data GROUP BY model HAVING SUM(range) > 172",818
"SELECT t1.book_date, t2.passenger_id FROM bookings t1 RIGHT JOIN tickets t2 ON t1.book_ref = t2.book_ref",29342
"SELECT book_date, AVG(total_amount) FROM bookings WHERE total_amount > 1052871 GROUP BY book_date",4687
"SELECT t1.passenger_name, t1.contact_data, t2.book_date FROM tickets t1 LEFT JOIN bookings t2 ON t1.book_ref = t2.book_ref",29483
"SELECT model, MAX(range) FROM aircrafts_data GROUP BY model HAVING MAX(range) > 198",630
"SELECT actual_arrival, COUNT(status) FROM flights GROUP BY actual_arrival HAVING COUNT(status) > 63",5016
"SELECT actual_departure, MAX(flight_id) FROM flights GROUP BY actual_departure",6087
"SELECT status, COUNT(actual_arrival) FROM flights GROUP BY status",3833
"SELECT ticket_no, MIN(amount) FROM ticket_flights GROUP BY ticket_no HAVING MIN(amount) > 341",135893
"SELECT flight_id, COUNT(amount) FROM ticket_flights GROUP BY flight_id HAVING COUNT(amount) > 455",115950
"SELECT book_date, COUNT(book_ref) FROM bookings GROUP BY book_date HAVING COUNT(book_ref) > 225",27282
"SELECT airport_name, timezone, COUNT(airport_code) FROM airports_data WHERE 1=1 GROUP BY airport_name, timezone",1269
"SELECT seat_no, COUNT(fare_conditions) FROM seats GROUP BY seat_no HAVING COUNT(fare_conditions) > 112",1308
"SELECT t1.boarding_no, t2.aircraft_code FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",7636
"SELECT flight_id, ticket_no FROM boarding_passes WHERE flight_id < 25762",701
"SELECT t1.seat_no, t1.fare_conditions, t2.flight_id, t2.actual_arrival, t2.scheduled_arrival, t2.scheduled_departure, t2.actual_departure, t2.status, t2.arrival_airport, t2.flight_no, t2.departure_airport FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1904
"SELECT departure_airport, MIN(flight_id) FROM flights WHERE flight_id < 5221 GROUP BY departure_airport",4714
"SELECT total_amount, COUNT(book_ref) FROM bookings GROUP BY total_amount HAVING COUNT(book_ref) > 117",13279
"SELECT seat_no, COUNT(flight_id) FROM boarding_passes WHERE 1=1 GROUP BY seat_no",51981
"SELECT book_ref, MIN(total_amount) FROM bookings WHERE total_amount > 143088 GROUP BY book_ref",909
"SELECT seat_no, MIN(boarding_no) FROM boarding_passes WHERE boarding_no > 176 GROUP BY seat_no",12386
"SELECT flight_id, flight_id FROM boarding_passes WHERE flight_id < 25911",605
"SELECT coordinates, timezone, city, airport_name, COUNT(airport_code) FROM airports_data WHERE 1=1 GROUP BY coordinates, timezone, city, airport_name",1032
"SELECT aircraft_code, COUNT(model) FROM aircrafts_data GROUP BY aircraft_code HAVING COUNT(model) > 348",680
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME/1000000
    FROM EXTENDED_SQL_MONITORING
    WHERE SQL_TEXT = 'SELECT t1.fare_conditions, t1.flight_id, t2.seat_no FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no'",7805
"SELECT city, COUNT(coordinates) FROM airports_data GROUP BY city HAVING COUNT(coordinates) > 204",679
"SELECT t1.fare_conditions, t2.actual_departure FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1470
"SELECT t1.fare_conditions, t2.flight_id FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1283
"SELECT aircraft_code, AVG(range) FROM aircrafts_data GROUP BY aircraft_code HAVING AVG(range) > 61",631
"SELECT t1.aircraft_code, t2.ticket_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",7514
"SELECT aircraft_code, scheduled_departure, MIN(flight_id) FROM flights WHERE scheduled_departure > DATE '2017-07-01' GROUP BY aircraft_code, scheduled_departure",6445
"SELECT fare_conditions, COUNT(amount) FROM ticket_flights GROUP BY fare_conditions HAVING COUNT(amount) > 139",43738
"SELECT book_ref, COUNT(book_date) FROM bookings GROUP BY book_ref HAVING COUNT(book_date) > 427",53850
"SELECT total_amount, COUNT(book_date) FROM bookings GROUP BY total_amount HAVING COUNT(book_date) > 162",12945
"SELECT actual_departure, arrival_airport, scheduled_departure, SUM(flight_id) FROM flights WHERE 1=1 GROUP BY actual_departure, arrival_airport, scheduled_departure",6508
"SELECT passenger_name, COUNT(passenger_id) FROM tickets GROUP BY passenger_name HAVING COUNT(passenger_id) > 307",31505
"SELECT t1.seat_no, t1.fare_conditions, t2.arrival_airport, t2.scheduled_arrival, t2.departure_airport, t2.status, t2.actual_departure, t2.scheduled_departure, t2.flight_id, t2.actual_arrival FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1870
"SELECT t1.flight_id, t2.aircraft_code, t2.seat_no FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1220
"SELECT fare_conditions,
amount,
ticket_no,
aircraft_code,
actual_arrival,
actual_departure,
flight_no,
status FROM (SELECT t1.fare_conditions, t1.amount, t1.ticket_no, t2.aircraft_code, t2.actual_arrival, t2.actual_departure, t2.flight_no, t2.status FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  actual_departure DESC, flight_no DESC",245698
"SELECT total_amount,
book_date,
passenger_name FROM (SELECT t1.total_amount, t1.book_date, t2.passenger_name FROM bookings t1 LEFT JOIN tickets t2 ON t1.book_ref = t2.book_ref) ORDER BY  book_date ASC, passenger_name ASC",124687
"SELECT ticket_no,
fare_conditions,
amount,
arrival_airport,
scheduled_arrival,
actual_arrival FROM (SELECT t1.ticket_no, t1.fare_conditions, t1.amount, t2.arrival_airport, t2.scheduled_arrival, t2.actual_arrival FROM ticket_flights t1 LEFT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  ticket_no DESC",293473
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME
    FROM EXTENDED_SQL_MONITORING
    WHERE SQL_TEXT = 'SELECT t1.boarding_no, t1.flight_id, t2.book_ref, t2.passenger_id, t2.contact_data, t2.passenger_name FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no'",4817
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME/1000000
    FROM EXTENDED_SQL_MONITORING
    WHERE SQL_TEXT = 'SELECT t1.boarding_no, t1.flight_id, t2.book_ref, t2.passenger_id, t2.contact_data, t2.passenger_name FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no'",3420
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME/1000000
    FROM EXTENDED_SQL_MONITORING
    WHERE SQL_TEXT = 'SELECT SUM(seat_no) FROM boarding_passes'",2923
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME/1000000
    FROM EXTENDED_SQL_MONITORING
    WHERE ELAPSED_TIME < 200000
    order by ELAPSED_TIME desc",12209
"SELECT book_ref, COUNT(book_date) FROM bookings GROUP BY book_ref HAVING COUNT(book_date) > 16",53163
"SELECT t1.departure_airport, t1.actual_departure, t1.flight_no, t1.status, t1.actual_arrival, t1.aircraft_code, t1.scheduled_departure, t1.arrival_airport, t1.scheduled_arrival, t2.ticket_no, t2.seat_no, t2.boarding_no FROM flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",25318
"SELECT ticket_no, MIN(flight_id) FROM ticket_flights GROUP BY ticket_no HAVING MIN(flight_id) > 420",175117
"SELECT t1.fare_conditions, t1.amount, t1.ticket_no, t2.seat_no FROM ticket_flights t1 FULL OUTER JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",62684
"SELECT seat_no, MIN(flight_id) FROM boarding_passes WHERE boarding_no > 355 GROUP BY seat_no",11281
"SELECT flight_id, COUNT(ticket_no) FROM ticket_flights GROUP BY flight_id HAVING COUNT(ticket_no) > 175",93235
"SELECT ticket_no, seat_no, MAX(flight_id) FROM boarding_passes WHERE flight_id < 32610 GROUP BY ticket_no, seat_no",87112
"SELECT ticket_no, SUM(amount) FROM ticket_flights GROUP BY ticket_no HAVING SUM(amount) > 126",87196
"SELECT fare_conditions, ticket_no, MAX(amount) FROM ticket_flights WHERE 1=1 GROUP BY fare_conditions, ticket_no",156424
"SELECT flight_id, COUNT(seat_no) FROM boarding_passes GROUP BY flight_id HAVING COUNT(seat_no) > 176",39654
"SELECT flight_id, flight_id FROM boarding_passes WHERE flight_id < 17571",944
"SELECT fare_conditions, amount, ticket_no, MAX(flight_id) FROM ticket_flights WHERE flight_id < 2536 GROUP BY fare_conditions, amount, ticket_no",36309
"SELECT scheduled_arrival, arrival_airport FROM flights WHERE scheduled_arrival > DATE '2017-07-01'",890
"SELECT fare_conditions, COUNT(ticket_no) FROM ticket_flights GROUP BY fare_conditions HAVING COUNT(ticket_no) > 378",44960
"SELECT seat_no, COUNT(aircraft_code) FROM seats GROUP BY seat_no HAVING COUNT(aircraft_code) > 352",1536
"SELECT city, timezone, COUNT(airport_name) FROM airports_data WHERE 1=1 GROUP BY city, timezone",817
"SELECT book_ref, COUNT(book_date) FROM bookings GROUP BY book_ref HAVING COUNT(book_date) > 367",51662
"SELECT actual_arrival, COUNT(scheduled_departure) FROM flights GROUP BY actual_arrival HAVING COUNT(scheduled_departure) > 54",4991
"SELECT aircraft_code, model, MIN(range) FROM aircrafts_data WHERE range > 4061 GROUP BY aircraft_code, model",830
"SELECT book_ref, MIN(total_amount) FROM bookings GROUP BY book_ref HAVING MIN(total_amount) > 459",67814
"SELECT actual_departure, aircraft_code FROM flights WHERE 1=1",1775
"SELECT aircraft_code,
seat_no,
amount,
ticket_no FROM (SELECT t1.aircraft_code, t1.seat_no, t2.amount, t2.ticket_no FROM seats t1 FULL OUTER JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions) ORDER BY  seat_no ASC, amount DESC",24168334
"SELECT fare_conditions,
scheduled_departure,
actual_departure,
aircraft_code,
actual_arrival,
arrival_airport,
flight_no,
departure_airport,
status FROM (SELECT t1.fare_conditions, t2.scheduled_departure, t2.actual_departure, t2.aircraft_code, t2.actual_arrival, t2.arrival_airport, t2.flight_no, t2.departure_airport, t2.status FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  actual_departure ASC, aircraft_code ASC",336554
"SELECT book_date, book_ref, AVG(total_amount) FROM bookings WHERE total_amount > 34419 GROUP BY book_date, book_ref",1756
"SELECT city, COUNT(airport_code) FROM airports_data GROUP BY city HAVING COUNT(airport_code) > 259",830
"SELECT book_ref, book_date, AVG(total_amount) FROM bookings WHERE 1=1 GROUP BY book_ref, book_date",572
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 578722",797
"SELECT t1.fare_conditions, t1.ticket_no, t2.actual_departure, t2.departure_airport, t2.arrival_airport, t2.actual_arrival FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",7138
"SELECT amount, COUNT(ticket_no) FROM ticket_flights GROUP BY amount HAVING COUNT(ticket_no) > 486",49590
